heartbeat,temperature,spo2,heat_illness_risk
63,36.2,98.3,0
80,36.3,97.6,0
80,36.9,99.4,5.2
84,36.2,98.1,0
82,36.7,98.7,3.2
77,36.3,96.6,0
78,36.3,95.8,0
77,36.5,99.6,0
84,37.1,99.6,10
111,36.7,95.8,17.7
99,36.5,97.8,6.1
106,36.5,98.6,6.6
114,36.9,99.2,15.8
99,36.5,95.6,10.5
97,37,98.8,13.5
82,36.5,96.5,3.6
92,36.4,96.7,4.2
87,36.5,95.6,6.9
83,36.4,96.4,2.1
81,36.6,96.6,5.1
81,36.2,99.1,0
95,36.8,96,14.5
94,36.7,99.3,5.6
94,36.3,97.9,0.4
94,36.8,98.3,9.6
81,36.5,97.7,0.9
85,36.5,96.8,3.9
97,36.2,95.1,4.9
101,36.9,95.7,18.9
96,36.4,96.5,5.8
100,36.6,98.9,6.2
102,36.8,96.6,15.4
78,36.3,96.2,0
80,37,98.6,8.8
81,36.4,96.9,0.5
57,36.5,98.9,0
81,36.6,98.4,1.5
81,36.6,97.4,3.5
81,36.9,96.2,11.9
80,36.9,97.4,9.2
77,36.8,94.4,12.3
95,36.7,97.2,10.1
85,36.4,98.3,0
109,36.3,98.9,2.9
110,36.6,98.4,10.2
109,37.3,99.6,21.5
98,36.9,97.9,13.6
88,36.4,96.5,3.4
93,36.8,98.2,9.5
84,35.8,96.7,0
92,36.6,97.2,7.2
80,37.1,98.7,10.6
96,36.3,98.1,0.6
81,36.5,96.5,3.3
91,36.8,97.5,10.3
93,36.5,98.8,2.3
84,36.8,97.9,7.4
92,36.5,95.8,8
94,36.5,95.8,8.6
84,36.5,98.7,0
86,37,98,11.8
82,36.2,95.4,0
81,36.9,99,6.3
87,36.1,98.3,0
92,36.9,99,9.6
84,36.2,96.1,0
99,36.8,96.6,14.5
89,36.7,98.4,5.9
83,36.4,97,0.9
82,36.8,95.5,11.6
80,36.4,95.5,3
91,36.2,98.3,0
84,36.6,98.7,1.8
85,36.1,99,0
74,36.5,96.7,0.8
89,36.5,99.7,0
71,36.6,97.5,0.3
77,36.9,93.4,16.3
80,36.1,95.6,0
81,36.4,99.8,0
74,36.5,99.7,0
83,36,98.7,0
80,36,92.5,1
90,36.9,96.4,14.2
83,36.5,99.7,0
82,37.2,99.1,12.4
84,36.1,98,0
81,36.5,99.4,0
81,36,96.9,0
81,36.4,98.3,0
81,37.1,98.8,10.7
81,38.8,97,48.3
77,36.6,96.9,3.3
80,36.6,98.9,0.2
79,36.5,98.4,0
77,36.7,95,9.1
90,36.2,97.8,0
93,36.8,96.8,12.3
84,36.8,91.5,20.2
82,37.3,95.3,22
91,36.9,96.3,14.7
93,36.1,99.4,0
84,36.8,98.5,6.2
80,36.6,97.6,2.8
99,36.3,89,19.7
95,36.8,98.3,9.9
95,36.2,96.4,1.7
88,37,96.5,15.4
93,36.6,96.7,8.5
94,36.5,96.7,6.8
76,36.4,97.4,0
79,36.5,96.9,1.9
90,36.7,97.1,8.8
102,36.1,97.4,0
84,36.5,97.3,2.6
84,36.8,96.9,9.4
80,36.4,95.5,3
75,36.8,95.8,8.9
79,36.5,99.4,0
79,38.7,93.1,53.5
79,36.5,99.8,0
80,36.7,96.5,7
77,36.4,97.2,0
78,36.8,95.5,10.4
73,34.4,90,0
77,36.4,98.1,0
78,37.4,95.9,21.6
77,36.4,98,0
84,36.9,98.9,7.4
91,35.9,99.5,0
93,36.1,99.7,0
84,36.4,97.4,0.4
92,36.5,99.7,0.2
94,36.7,99.6,5
81,36.4,98.4,0
90,36.8,99.5,6
93,36.5,97.3,5.3
94,36.6,95.7,10.8
82,36.9,98,8.6
74,36.2,98.5,0
79,36.4,95.2,3.3
90,36.3,96.2,2.6
116,36.3,97.6,7.6
71,37.2,97,13.3
82,36.8,95.1,12.4
97,36.3,96.7,3.7
81,36.9,97.7,8.9
85,36.2,95.4,0.7
86,36.5,99,0
78,37,97.3,10.8
84,36.5,96.4,4.4
92,36.4,95.3,7
93,36.2,99.5,0
95,36.6,97,8.5
85,36.7,98.1,5.3
92,36.9,96.2,15.2
83,36.7,95.5,9.9
91,36.2,97.4,0
59,36.3,97.5,0
85,36,98.2,0
92,36.9,99.4,8.8
93,36.1,95.6,0.7
80,36.6,95.1,7.8
90,36.9,98.5,10
99,36.6,98.1,7.5
106,36.6,95.3,15.2
102,36.1,96.1,2.4
79,36.8,96.9,7.9
77,36.9,95,13.1
90,36.3,97.7,0
102,36.7,95.9,14.8
97,36.4,92.5,14.1
95,36.8,98.9,8.7
105,36.8,97.3,14.9
87,36.6,97.1,5.9
81,36.6,94,10.3
81,36.3,96.1,0.1
81,36.3,96.6,0
91,36.4,99.4,0
84,36.9,98.9,7.4
85,36.3,99,0
92,36.8,99.6,6.4
88,36.7,98.5,5.4
83,36.3,95.6,1.7
81,36.8,98.3,5.7
79,36.8,91.1,19.5
99,36.8,97.8,12.1
86,36.4,96.4,3
82,36.3,96.2,0.2
78,36.3,97.9,0
90,36.3,97.1,0.8
85,36.8,99.6,4.3
92,36.4,97.1,3.4
102,36.8,97.7,13.2
86,36.4,97.7,0.4
92,36.4,98.2,1.2
83,36.2,98,0
92,36.2,98.3,0
84,36.3,99.7,0
91,37.2,96,21.3
83,36.4,94.4,6.1
85,36,97.4,0
78,36.5,95.8,3.8
78,36.8,98.3,4.8
83,36,96.9,0
79,36.7,98.9,1.9
90,36.5,97.1,4.8
83,36.2,98.1,0
82,36.5,98.6,0
81,36.3,97,0
81,36.8,97.7,6.9
81,36.3,95.4,1.5
77,36.8,96.5,8.1
80,36.1,99.5,0
98,36.7,96.2,13
86,36.9,96.5,12.8
82,36.1,95.3,0
100,36.5,96.6,8.8
86,36.5,98.3,1.2
75,36.5,95.8,2.9
79,36.5,99.7,0
79,36.4,96.4,0.9
90,36.1,98.1,0
82,36.9,98.4,7.8
81,36.6,99.1,0.1
99,37,97.9,15.9
79,36.5,94.6,6.5
80,36.4,99.6,0
81,36.5,98.5,0
99,36.7,94.9,15.9
101,36.4,97.9,4.5
86,36.5,97.7,2.4
110,36.5,97.8,9.4
107,36.4,99.5,3.1
80,36.1,97.7,0
81,36.9,99.7,4.9
113,36.5,98.6,8.7
90,36.3,95.8,3.4
81,36.4,97.2,0
81,36.5,96.8,2.7
91,36.5,93.6,12.1
83,36.1,96,0
91,36.5,95.6,8.1
84,36.4,97.2,0.8
91,36.7,99,5.3
72,36.2,99.2,0
71,36.3,96.6,0
77,36.4,99.2,0
93,36.5,98.8,2.3
84,36.7,97.2,6.8
82,36.6,97.8,3
91,36.3,97.5,0.3
100,37,96.6,18.8
86,36.7,98.9,4
92,36.7,98.1,7.4
99,36.7,95.1,15.5
95,36.5,98.7,3.1
82,36.8,98.5,5.6
77,36.4,99.3,0
75,36.8,98.7,3.1
100,36.6,98.8,6.4
86,37.1,96.7,16.4
92,36.5,96.2,7.2
81,36.3,96.7,0
119,37,99.9,17.9
100,36.6,99.3,5.4
86,36.4,99.7,0
78,36.1,96.2,0
90,36.8,95.7,13.6
83,36.9,99.9,5.1
91,36.3,96.4,2.5
84,36.4,99.5,0
92,36.3,96.5,2.6
88,36.5,97,4.4
93,36.3,95.3,5.3
94,36.1,97.6,0
94,36.4,97.1,4
81,37,98.3,9.7
91,36,96.5,0
84,36.8,98.7,5.8
100,36.6,98.2,7.6
96,36.3,95.7,5.4
103,36.2,90.3,16.3
96,36,96.1,0
89,36.2,96.8,0
93,36.2,96.1,1.7
84,36.7,97.3,6.6
91,36.6,96.1,9.1
82,36.6,99.8,0
79,36.5,99.2,0
84,37,99.6,8
86,36.2,98.3,0
82,36.3,98.2,0
90,36.3,99.2,0
93,36.7,95,13.9
84,36.7,95.4,10.4
91,36.2,99.7,0
84,36.5,100,0
80,36.3,99.5,0
78,36.6,96.7,4
74,36.4,99.9,0
77,36.4,95.6,1.9
90,36.2,98.3,0
83,36.7,99.4,2.1
81,37,98.9,8.5
79,36.3,95.4,0.9
84,36.5,97.3,2.6
91,36.6,98.3,4.7
80,36.7,98.6,2.8
81,36.7,95,10.3
74,36.5,90.9,12.4
79,36.5,98.8,0
90,36.1,98.4,0
93,36.6,99.7,2.5
80,36.7,96.7,6.6
73,36.8,95.7,8.5
89,36.4,99.3,0
76,36.5,97.4,0
78,38.6,98.9,39.6
96,36.9,99,10.8
89,36.6,95.4,9.9
83,36.7,99.1,2.7
109,36.2,97.6,3.5
98,36.8,96.9,13.6
85,36.9,93.4,18.7
82,36.7,94.7,11.2
91,36.4,98.7,0
87,37,97.5,13.1
79,36.2,94.3,1.1
90,36.6,95.1,10.8
87,36.2,100,0
84,36.7,97.8,5.6
100,36.3,98.1,1.8
101,36.4,98.6,3.1
83,36.7,95.2,10.5
82,36.3,96.2,0.2
108,36.3,98.3,3.8
88,36.5,95.1,8.2
92,37.1,96.4,18.8
94,36.1,97.7,0
99,36.5,94.1,13.5
95,36.1,97.3,0
94,36.2,96.4,1.4
60,36.8,97.6,0.8
76,36.4,98.5,0
112,36.3,95.6,10.4
82,36.6,98.2,2.2
73,36.8,95.4,9.1
72,36.7,97.5,2.6
88,36.5,96.2,6
92,35.8,99.4,0
84,35.8,95.8,0
77,36.5,99.3,0
87,36.1,98.9,0
92,37,98.6,12.4
80,36.2,98.1,0
81,36.3,92.1,8.1
85,37,97.9,11.7
82,36.5,95,6.6
85,36.3,96.1,1.3
92,36.7,95.4,12.8
93,36.2,90.8,12.3
84,36.6,98.5,2.2
82,36.4,94.3,6
81,36.4,99.1,0
74,36.7,92.2,13.8
89,36.9,95.6,15.5
94,36.2,99.4,0
77,36.1,97.7,0
80,36.6,96.9,4.2
81,38.2,97.9,34.5
90,36.5,100,0
84,36.5,97.9,1.4
78,36.9,98.6,6.2
80,36.7,97,6
90,36,98.2,0
76,36.4,98.6,0
80,36.8,99.4,3.2
94,37.1,99.3,13.6
95,36.3,95.6,5.3
83,36.9,91,22.9
82,36.2,96.2,0
77,35.8,99.9,0
90,36.9,97.5,12
83,36.8,95.9,11.1
82,36.6,92,14.6
57,36.5,96.2,0
73,36.4,95.1,1.7
89,36.4,99.9,0
76,36.5,91.7,11.4
75,36.5,98.4,0
79,36.5,97.7,0.3
76,36.4,97.1,0
75,37.1,96.8,12.9
77,36.7,96.1,6.9
72,36.6,95.3,5
71,36.7,91.1,15.1
74,36.9,99.1,4
69,36.4,98.3,0
74,36.6,98,0.2
71,36.3,97.4,0
72,36.5,98.3,0
77,36.6,98.2,0.7
73,36.1,99.5,0
81,36.6,96,6.3
82,36.6,99.4,0
72,36.2,97.8,0
89,36.5,98.3,2.1
82,34.8,99.8,0
84,36.3,98,0
84,36,96.1,0
99,36.4,99.8,0.1
83,36.6,95.6,7.7
76,37,95.2,14.4
77,36.3,99.2,0
71,36.1,95.5,0
76,36.6,100,0
77,36.6,91,15.1
78,36.7,95.2,9
76,36.4,98.9,0
80,36.4,99.3,0
113,36.5,96.3,13.3
93,36.7,97.1,9.7
82,36.3,98.6,0
81,36.6,98.3,1.7
81,36.3,95.2,1.9
91,36.6,99.9,1.5
93,36.2,98.7,0
116,37.1,96.6,25.6
83,36.6,98.1,2.7
81,36.2,99.6,0
100,37,98.6,14.8
95,36.4,97,4.5
88,36.6,97.7,5
83,36.9,91.2,22.5
82,36.2,98.5,0
81,36.8,97.8,6.7
91,36.2,96.9,0
98,36.1,97.9,0
95,36.5,96.9,6.7
94,36.4,97.9,2.4
87,36.6,97.3,5.5
86,36.6,99.3,1.2
82,34.9,99.2,0
81,36.5,95.1,6.1
81,36.1,92.4,3.5
81,35.9,97.1,0
81,36.5,97.3,1.7
81,36.9,96.4,11.5
81,36.6,96.8,4.7
82,36.9,99.2,6.2
77,36.4,100,0
80,36,99.6,0
90,36.6,92.3,16.4
83,36.4,98.8,0
77,37,93.7,17.7
89,36.1,97.7,0
83,36.8,96.6,9.7
91,36.2,95,3.3
93,36.2,99,0
84,36.3,98.7,0
82,36.3,99.3,0
100,36.1,95.1,3.8
86,34.9,97,0
92,36.5,96.2,7.2
84,36.7,95.2,10.8
80,36.5,95.8,4.4
81,36.2,99.9,0
81,36.2,96.2,0
85,36.6,96,7.5
82,36.4,97,0.6
85,37,97.3,12.9
82,36.7,96.1,8.4
85,37.1,96.2,17.1
92,36.8,95.8,14
93,36.3,99.6,0
87,36.5,98.8,0.5
86,36.3,98,0
78,36.8,99.1,3.2
90,36.5,97.6,3.8
110,36.4,99.8,3.4
92,36.3,98.4,0
84,36.6,98.4,2.4
91,38.4,98.9,39.5
94,36.3,98.7,0
80,37.1,99.5,9
100,36.1,97.3,0
96,36.6,97.7,7.4
94,36.5,97.6,5
85,36.4,95.8,3.9
86,36.1,100,0
82,36.3,97.3,0
85,36.5,99,0
82,36.7,96.5,7.6
100,36,97.3,0
86,36.4,98.3,0
82,36.1,98.6,0
77,36.6,97.5,2.1
79,36.6,99.8,0
84,36.3,97.1,0
81,36.6,90.3,17.7
81,36.8,98.6,5.1
80,36.3,95.5,1
90,36.1,96.4,0
79,36.8,96.7,8.3
90,36.3,97.7,0
83,36.9,86.4,32.1
96,36.8,97.2,12.4
95,36.3,95.9,4.7
85,36.4,95.5,4.5
92,36.6,95.5,10.6
84,34.3,95.7,0
82,36.4,98.9,0
81,35.7,95.3,0
91,36.7,95.7,11.9
102,36.4,95.4,9.8
87,36.2,97.5,0
86,36.7,97,7.8
82,36.1,97.6,0
85,36.6,98.7,2.1
92,36.9,99.9,7.8
94,36.5,98.3,3.6
103,36.6,99.6,5.7
87,35.8,93,0
83,36.9,98.1,8.7
74,36.6,96.6,3
84,36.5,96.6,4
91,36.2,97.8,0
84,36.7,99.7,1.8
100,36,96.8,0
107,36.8,96.6,16.9
97,36.5,97.5,6.1
94,36.6,95.7,10.8
94,37,97.7,14.8
94,35.9,98,0
94,36.7,98.3,7.6
99,36.6,98.8,6.1
95,38.7,99.3,45.9
85,36.5,99.4,0
81,36.5,97,2.3
81,36.5,95.4,5.5
91,36.3,96.7,1.9
87,36.2,95.9,0.3
82,36.2,97.4,0
80,36.5,98.4,0
90,35.8,97,0
83,36.4,99.8,0
82,36.3,96.6,0
74,36.6,96,4.2
79,36.5,99.6,0
90,36.2,96.7,0
83,36.2,98.7,0
81,36.3,96.4,0
91,36.6,96.8,7.7
102,36.1,99.9,0
87,36.3,97.7,0
82,36.1,95.8,0
92,36.4,96.4,4.8
93,38.4,95.9,46.1
93,36.4,99.7,0
84,37.2,97.1,17
99,36,96.1,0
86,37.3,98.7,16.4
91,36.5,95.1,9.1
94,36.7,98.8,6.6
84,36.5,97.5,2.2
86,36.4,96.8,2.2
92,36.6,95.1,11.4
84,36.2,92.2,6.8
82,36.3,96.5,0
81,36.9,96.1,12.1
77,36.7,96.1,6.9
89,36.6,99.6,1.5
93,36.5,97.5,4.9
94,36.5,85.4,29.4
84,35.8,96,0
91,35,97.7,0
84,36.7,97.1,7
82,36.3,96.9,0
81,36.4,98.2,0
91,36.2,96.6,0.1
84,36.5,96.7,3.8
77,37,98.2,8.7
73,37.2,95.2,17.5
88,35.8,99.6,0
79,36.2,99.8,0
83,36.8,98.7,5.5
102,36.5,96.9,8.8
83,36.3,96.7,0
85,36.5,98.7,0.1
86,36.5,99.9,0
79,36.4,95.1,3.5
99,37.1,98,17.7
86,36.6,96.5,6.8
92,36.7,95.4,12.8
79,36.5,97.5,0.7
84,34.7,99.8,0
84,36.3,93.9,5.4
91,36.3,98.7,0
84,34.1,98.6,0
88,36.5,96.1,6.2
85,36.3,98.8,0
92,37.3,98.6,18.4
84,36.6,99.7,0
91,36.8,99.5,6.3
84,36.6,97.4,4.4
91,36.8,88.9,27.5
111,36.7,99.9,9.5
89,36.6,98.1,4.5
83,36.7,96.8,7.3
102,36.2,96.6,3.4
101,36.5,95.2,11.9
86,36.8,99.1,5.6
82,36.3,97.9,0
96,36.7,97.6,9.6
112,36.4,98,7.6
89,36.3,92.7,9.3
93,36.4,97.4,3.1
81,36.2,96.6,0
77,36,98.2,0
80,36.8,96.8,8.4
79,36.6,96.1,5.5
73,36.8,97.1,5.7
83,36.6,97.9,3.1
80,36.7,99,2
73,36.4,94.2,3.5
72,36.3,95.1,0
71,36.6,95.4,4.5
82,36.4,96.9,0.8
79,36.6,97.7,2.3
84,35.8,90.5,2.2
82,36.7,98.5,3.6
91,36.1,97.4,0
102,36.4,97.9,4.8
87,36.6,97.7,4.7
84,36.5,97.7,1.8
82,36.5,99.4,0
91,36.3,96,3.3
103,36.9,99.4,12.1
96,36.3,96.5,3.8
85,36.8,97.7,8.1
78,36.7,97,5.4
80,36.9,95.5,13
57,37.1,99.9,1.3
78,36.5,97.9,0
76,36.7,95.3,8.2
85,36.5,99.6,0
86,36.7,95.9,10
86,36.6,97.4,5
92,36.6,97.7,6.2
80,36.6,95.8,6.4
90,36.8,95.5,14
83,36.2,95.9,0
91,36.7,95.8,11.7
93,36.9,97.7,12.5
84,37.2,95.2,20.8
102,36.6,98.7,7.2
96,36.4,95.7,7.4
95,36.2,96.1,2.3
94,36.6,97.8,6.6
77,36.4,95.9,1.3
90,36.3,99.4,0
99,36,96.9,0
83,36.4,96.4,2.1
91,36.8,98.8,7.7
93,36.5,96.7,6.5
94,36.5,91.8,16.6
94,36.1,99.6,0
95,36.8,98.5,9.5
94,34.7,95,0
81,36.4,97.9,0
74,36.8,99.9,0.4
77,36.1,97.7,0
89,36.6,95.9,8.9
93,37,100,9.9
94,36.1,99.9,0
103,37,99.3,14.3
96,36.7,98.1,8.6
85,36.4,95.6,4.3
82,36.5,96.6,3.4
81,36.4,98.7,0
91,36.7,98.8,5.7
86,36.4,97.7,0.4
70,37.1,97.4,10.2
88,36.7,95.2,12
70,36.8,96.3,6.4
71,36.2,99.5,0
99,36.9,99.5,10.7
79,36.1,95.7,0
73,36.1,99.6,0
89,36.5,95.7,7.3
93,36.4,94.4,9.1
84,36.6,95.9,7.4
100,36.3,99.4,0
99,36.6,96.1,11.5
86,36.1,96.1,0
92,37.3,96.3,23
94,36.2,97.1,6.75E-14
94,36.2,95.1,4
84,36.2,96.8,0
92,36.4,97.6,2.4
85,36.9,95.4,14.7
97,36.3,91.2,14.7
100,36.8,97.9,12.2
84,36.9,98.8,7.6
91,36.8,98.6,8.1
76,36.7,95.1,8.6
89,37,98.5,11.7
80,37,95,16
91,36.8,97.9,9.5
94,36.3,96.7,2.8
84,36.6,99,1.2
82,36.6,100,0
77,37,91.1,22.9
76,36.8,90.2,20.4
83,36.4,99.3,0
85,36.2,99.8,0
82,36.6,96.3,6
85,36.4,96.5,2.5
92,36.4,96.6,4.4
79,36.5,95.5,4.7
78,36.4,96.6,0.2
80,36.9,95,14
91,36.9,96.6,14.1
81,36,94,0
81,36.6,99.9,0
85,36.4,92.2,11.1
69,36.5,99.9,0
76,36.9,96,10.8
80,36.4,99.4,0
73,36.3,98.7,0
94,36.5,98.4,3.4
95,37,96.8,16.9
95,36.4,96.9,4.7
94,36.5,99.4,1.4
81,36.8,95.9,10.5
77,36,99.9,0
78,35.8,95.6,0
56,36.2,95.8,0
74,36.6,98.1,4.00E-14
89,36.9,98.7,9.3
83,36.6,97.4,4.1
77,36.8,95.9,9.3
78,36,85.4,14.6
90,36.7,99.8,3.4
86,36.6,96.2,7.4
98,36.5,99.8,1.8
95,36.6,98.9,4.7
81,37,97,12.3
80,37.2,99,12
81,36.6,99.8,0
81,36.3,96.4,0
74,36.5,93.4,7.4
79,36.6,97.1,3.5
80,36.2,99,0
91,36.4,99.8,0
93,36.7,97.5,8.9
94,36.3,95.7,4.8
82,36.2,98.5,0
91,36.7,96.4,10.5
94,36.5,97.9,4.4
94,36.3,93.6,9
100,36.5,95.2,11.6
94,36.9,97.4,13.4
95,36.7,96.3,11.9
85,36.2,97.7,0
92,36.6,98,5.6
84,36.3,98.2,0
82,36.8,90.2,22.2
80,36.5,99.1,0
77,36.7,96.4,6.3
76,36.7,98.1,2.6
102,37.1,97.1,20.4
87,36.7,95.6,10.9
93,36.7,96.7,10.5
111,36,99.6,0
85,36.7,97.4,6.7
70,36.3,97.5,0
77,36.2,97.3,0
84,36.3,98.4,0
91,36.4,98.1,1.1
80,36.8,97.2,7.6
95,36,98.9,0
85,36.6,97.5,4.5
92,36.4,98.6,0.4
94,36.4,96.9,4.4
80,35.9,99,0
73,36.3,95.7,0
79,36.3,100,0
80,36.4,99,0
81,36.5,98.3,0
81,35.9,97.5,0
91,36.7,99.5,4.3
80,36.4,96.3,1.4
81,36.9,99.5,5.3
90,36.3,98.7,0
108,36.6,98.8,8.8
101,34.7,99.5,0
85,36.5,99.5,0
92,36.7,96.1,11.4
86,36.5,95.8,6.2
81,36.3,98.1,0
85,36.5,96.3,4.9
96,36.5,97.9,5
105,36.4,99,3.5
104,36.8,96.8,15.6
103,36.7,99.4,8.1
96,37,97.2,16.4
89,36.2,99.4,0
93,36,90.3,9.3
94,36.1,95.2,1.8
92,38.3,98.9,37.8
94,36.4,99.3,0
94,36.5,96.8,6.6
62,35.9,95.9,0
52,36.5,100,0
69,36.8,97.3,4.1
59,36.6,97.6,0
51,36.8,96.9,0
49,36.6,97.9,0
82,36.8,96.5,9.6
97,36.4,98.6,1.9
95,36.8,96.8,12.9
88,35.9,95.3,0
54,36.5,95.6,0
67,37,99.8,2.5
76,36.6,98,0.8
67,36.5,97.4,0
75,36.2,99.9,0
79,36.6,98.8,0.1
76,36.3,97.7,0
61,36.7,96.4,1.5
79,37,98.3,9.1
84,36.9,95.3,14.6
74,36.5,93.7,6.8
77,36.5,95.4,4.3
61,36.2,98.1,0
86,36.6,96.3,7.2
99,36.4,95.1,9.5
83,36.3,95.8,1.3
84,36.2,97.5,0
88,36.5,92.9,12.6
58,37.2,97.6,8.2
64,36.5,99,0
87,36.2,99.5,0
63,38.8,95.1,46.7
57,36,95.6,0
67,36.4,98.1,0
90,36.9,95.5,16
71,36.7,95.3,6.7
75,36.7,95.9,6.7
72,37,95.5,12.6
89,36.7,97.9,6.9
95,36.4,97.3,3.9
88,36.2,98.1,0
83,36.4,96.9,1.1
79,36.1,92.3,3.1
80,36.2,97.4,0
73,36.3,97.1,0
83,36.6,98.5,1.9
80,36.7,98.6,2.8
62,36.7,98.3,0
77,36.7,97.3,4.5
95,36.7,96.1,12.3
88,36.5,99.8,0
87,36.8,99.5,5.1
90,36.3,91.9,11.2
77,36.7,91.9,15.3
75,36.5,95.8,2.9
83,36.8,96.5,9.9
57,36.6,99.5,0
71,36.8,96.2,6.9
86,36.8,99.1,5.6
93,36.7,98.7,6.5
94,36.9,96.6,15
91,36.7,96.7,9.9
104,36.5,98.4,6.4
106,36.2,95.4,7
98,36.1,97.5,0
86,36.3,95.9,2
85,36.9,98.6,8.3
92,37,96.2,17.2
104,36.6,96.3,12.6
80,36.4,96,2
80,36,95.5,0
81,37,95.9,14.5
79,36.4,97.2,0
99,36.4,96.8,6.1
95,36.5,98.2,4.1
91,37.1,99.8,11.7
87,36.1,98,0
83,36.3,96.5,0
83,36.1,97.2,0
83,36.8,97.5,7.9
84,36,98.2,0
78,36.1,97.5,0
84,36.4,95.1,5
81,36.3,95.5,1.3
79,37,99.2,7.3
80,38.2,97.6,34.8
80,37.1,95.2,17.6
79,36.2,96.9,0
79,36.3,96.3,0
91,36.4,98.1,1.1
82,36.6,97.4,3.8
81,36.4,98.9,0
81,36.5,97.4,1.5
79,37,95.5,14.7
77,36.5,95.3,4.5
80,36.1,97.1,0
79,36.5,96.1,3.5
80,37.2,95.4,19.2
79,36.8,99.1,3.5
77,36.2,99.7,0
80,36.1,97.2,0
62,36.3,96.9,0
74,36.5,99.5,0
74,36.6,95.7,4.8
78,36.3,95.6,0.2
86,36,97.9,0
88,36.8,96.4,11.6
96,36.7,92,20.8
89,36.9,97.5,11.7
83,36.7,98.2,4.5
96,36.2,99.2,0
84,36.8,98.8,5.6
91,37.2,96.2,20.9
83,36.5,98.5,0
96,37,97.9,15
82,36.8,97.3,8
57,36.3,91.3,2.5
84,36.5,97.4,2.4
88,36.8,97.6,9.2
93,38.9,96.9,54.1
76,36.1,97.4,0
66,36.2,96.5,0
74,36.5,98.2,0
79,36.7,95.2,9.3
90,36.8,99.1,6.8
76,37.1,99.3,8.2
80,36.5,91.2,13.6
80,36.4,96,2
88,36.2,99,0
101,36.3,95.5,7.3
83,36.4,95.4,4.1
78,36.3,98.4,0
89,36.3,95.8,3.1
80,36.8,95.5,11
79,36.3,98.6,0
77,36.4,95.5,2.1
89,36.8,96.5,11.7
83,36.4,95.6,3.7
76,36.4,95.6,1.6
56,36.6,99.6,0
92,36.6,95.7,10.2
71,36.3,96.8,0
86,36.3,99.6,0
91,36.3,96.3,2.7
91,36.4,97.8,1.7
92,36.6,97.6,6.4
93,36.1,95.7,0.5
58,36.2,97.8,0
81,36.1,99.7,0
48,36.7,99.4,0
48,36.1,96.7,0
72,36.8,96.6,6.4
64,36.6,99.9,0
80,36.3,99.5,0
56,36.6,99.7,0
70,37,96.4,10.2
65,36.8,95.2,7.1
52,36.3,95.3,0
83,37,99.5,7.9
100,36.6,98.4,7.2
107,36.2,96.6,4.9
114,36.3,100,2.2
98,36.5,98.6,4.2
73,37.1,98,9.9
55,36.5,97.9,0
62,36.5,96.8,0
85,36.8,95.3,12.9
70,36.6,99.2,0
77,36.8,99.8,1.5
80,36.8,95.4,11.2
112,36.6,100,7.6
93,36.6,98,5.9
94,36.4,98.2,1.8
80,36,97.1,0
78,36.3,97.5,0
82,36.7,99.8,1
59,36.8,96.2,3.3
56,36.6,95.5,0
74,38.1,98.3,29.6
68,36.3,97.6,0
75,36.4,93.9,4.7
89,36.4,95,6.7
81,36.9,95.6,13.1
93,37.1,96.4,19.1
60,36.9,92.4,13.2
87,36.5,97,4.1
92,36.3,97,1.6
82,36.3,98.9,0
89,36.6,97.5,5.7
92,37,97.6,14.4
91,36.7,95.7,11.9
92,36.3,95,5.6
94,36.8,96,14.2
77,36.5,96.7,1.7
89,36.4,97.4,1.9
82,36.5,99,0
89,36.3,98.1,0
92,36.4,97.5,2.6
84,37,99.8,7.6
91,36.4,95.8,5.7
91,35.9,96.9,0
92,36.5,98.1,3.4
75,36.6,96.9,2.7
73,36.9,98.8,4.3
88,36.5,96.3,5.8
56,36.1,99.2,0
76,36.9,98.5,5.8
83,36.4,99.5,0
57,36.3,95.9,0
73,36.3,98.4,0
86,36.5,96.5,4.8
58,36.4,95.2,0
84,36.5,97.5,2.2
81,36.1,99.5,0
72,36.1,98.9,0
79,36.5,99,0
81,36.7,97,6.3
84,36.7,96.9,7.4
80,36.5,98.1,0
89,36.4,98.6,0
90,36.2,97.7,0
76,36.5,95.4,4
65,36.4,95.6,0
86,36.3,97.4,0
90,36.8,96.9,11.2
79,36.1,96.6,0
91,36.4,98.3,0.7
104,36.4,95.7,9.8
90,36.5,90.4,18.2
93,36.4,90.9,16.1
66,36.6,95.5,2.8
68,36.3,96.9,0
59,36.2,98.3,0
68,36.5,98.6,0
58,36.9,97.2,3
85,36.8,95.7,12.1
75,36.7,98.2,2.1
79,36.6,95,7.7
91,38.3,96.1,43.1
91,36,96.3,0
98,36.5,96.2,9
102,36.7,95.5,15.6
86,36.2,97.4,0
81,36.7,96.7,6.9
81,36.8,98.8,4.7
78,36.8,99.1,3.2
80,36.5,99.5,0
77,36.7,96.2,6.7
61,36.5,97.6,0
85,37.1,97.5,14.5
70,36.3,92.4,4.2
59,36.7,99.6,0
83,35.8,99.1,0
65,36.4,88.3,12.9
111,36.9,95.2,22.9
89,36.9,96.7,13.3
83,36.9,98.4,8.1
82,37.2,95.6,19.4
91,36.8,96.2,12.9
76,36.6,97.2,2.4
75,36.5,95.2,4.1
90,36.4,96.3,4.4
93,36,98.7,0
60,38.2,97.9,28.2
85,37.1,95.9,17.7
82,36.6,99.6,0
79,36.1,99.5,0
